,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
129697,PI,BR,BRASIL,11410,DOMINGOS MOURÃO,13,PT,2255
129709,RN,BR,BRASIL,16101,BODÓ,13,PT,1842
129710,PB,BR,BRASIL,20257,FREI MARTINHO,13,PT,1435
129711,SE,BR,BRASIL,31631,ITAPORANGA D AJUDA,13,PT,13186
129718,BA,BR,BRASIL,39152,SOUTO SOARES,13,PT,8807
129719,MG,BR,BRASIL,41378,BICAS,13,PT,3512
129720,MG,BR,BRASIL,44393,DIVINO,13,PT,5695
129721,MG,BR,BRASIL,45713,GUARDA-MOR,13,PT,1547
130528,SC,BR,BRASIL,80349,SANTA TEREZINHA,13,PT,1445
130529,RS,BR,BRASIL,84972,IBARAMA,13,PT,1353
130530,RS,BR,BRASIL,86681,DOIS IRMÃOS DAS MISSÕES,13,PT,809
130531,RS,BR,BRASIL,87742,SÃO JOSÉ DO INHACORÁ,13,PT,624
130532,MS,BR,BRASIL,90514,CAMPO GRANDE,13,PT,17883
130542,TO,BR,BRASIL,95214,PARANÃ,13,PT,4008
130543,RO,BR,BRASIL,35,PORTO VELHO,17,PSL,40693
130544,PA,BR,BRASIL,4510,COLARES,17,PSL,1480
130564,PB,BR,BRASIL,19623,GADO BRAVO,17,PSL,875
130565,PB,BR,BRASIL,19828,RIACHO DE SANTO ANTÔNIO,17,PSL,460
130566,PB,BR,BRASIL,19860,SÃO FRANCISCO,17,PSL,608
130567,PE,BR,BRASIL,25232,POÇÃO,17,PSL,930
130568,PE,BR,BRASIL,25313,RECIFE,17,PSL,37934
130586,MG,BR,BRASIL,52710,SÃO JOSÉ DO MANTIMENTO,13,PT,961
130587,SP,BR,BRASIL,65935,JACUPIRANGA,13,PT,2051
130599,SP,BR,BRASIL,71072,SÃO PAULO,13,PT,34543
130600,PR,BR,BRASIL,75655,FRANCISCO BELTRÃO,13,PT,21869
130607,SC,BR,BRASIL,82171,MONTE CASTELO,13,PT,1810
130608,RS,BR,BRASIL,86770,GETÚLIO VARGAS,13,PT,2639
130609,RS,BR,BRASIL,89133,SEVERIANO DE ALMEIDA,13,PT,1117
130619,TO,BR,BRASIL,93114,COLINAS DO TOCANTINS,13,PT,6805
130620,AM,BR,BRASIL,2038,ANORI,17,PSL,2253
130631,RN,BR,BRASIL,16306,JUNDIÁ,17,PSL,864
130759,PE,BR,BRASIL,24570,JABOATÃO DOS GUARARAPES,13,PT,46807
130760,AL,BR,BRASIL,28452,PORTO CALVO,13,PT,5982
130761,AL,BR,BRASIL,28495,PORTO REAL DO COLÉGIO,13,PT,8966
131447,BA,BR,BRASIL,35700,IGRAPIÚNA,17,PSL,1250
131448,BA,BR,BRASIL,38822,SÃO FÉLIX DO CORIBE,17,PSL,2513
131460,MG,BR,BRASIL,44458,DIVINÓPOLIS,17,PSL,30438
131461,MG,BR,BRASIL,44636,DORES DO INDAIÁ,17,PSL,4926
131462,MG,BR,BRASIL,44890,ESTIVA,17,PSL,4013
131463,MG,BR,BRASIL,46272,IPIAÇU,17,PSL,871
131464,MG,BR,BRASIL,48232,MATUTINA,17,PSL,1343
131481,SP,BR,BRASIL,63894,DRACENA,17,PSL,19141
131482,SP,BR,BRASIL,66095,JERIQUARA,17,PSL,1114
131483,PR,BR,BRASIL,77399,PALOTINA,17,PSL,14145
131494,SC,BR,BRASIL,83950,CORREIA PINTO,17,PSL,5419
131495,RS,BR,BRASIL,87050,IJUÍ,17,PSL,29987
131496,TO,BR,BRASIL,92070,ALMAS,17,PSL,1022
131505,BA,BR,BRASIL,35912,IRARÁ,17,PSL,2698
131506,MG,BR,BRASIL,42498,CAPIM BRANCO,17,PSL,3641
131526,RJ,BR,BRASIL,58416,ITAOCARA,17,PSL,10021
131527,SP,BR,BRASIL,62456,BORACÉIA,17,PSL,1860
131528,SP,BR,BRASIL,64637,GUARANTÃ,17,PSL,2472
131529,RN,BR,BRASIL,17191,JUCURUTU,13,PT,8305
131530,PB,BR,BRASIL,19526,POÇO DE JOSÉ DE MOURA,13,PT,2496
131531,PB,BR,BRASIL,19631,CABACEIRAS,13,PT,2284
131532,PB,BR,BRASIL,21270,PIANCÓ,13,PT,6632
131533,PE,BR,BRASIL,23167,CARNAUBEIRA DA PENHA,13,PT,7402
131543,TO,BR,BRASIL,73121,BOM JESUS DO TOCANTINS,17,PSL,877
131544,PR,BR,BRASIL,75973,IMBITUVA,17,PSL,11576
131545,AL,BR,BRASIL,27618,IGACI,13,PT,11111
131546,BA,BR,BRASIL,34258,CANAVIEIRAS,13,PT,10644
131555,SC,BR,BRASIL,81230,GUABIRUBA,17,PSL,11000
131556,RS,BR,BRASIL,85774,CAMPO BOM,17,PSL,29746
131557,RS,BR,BRASIL,86428,BOA VISTA DAS MISSÕES,17,PSL,683
131558,RS,BR,BRASIL,87971,PLANALTO,17,PSL,3260
131559,MT,BR,BRASIL,89796,COLÍDER,17,PSL,13051
131560,MG,BR,BRASIL,43958,CÓRREGO DANTA,13,PT,763
131561,MG,BR,BRASIL,50652,PRESIDENTE KUBITSCHEK,13,PT,1360
131562,MG,BR,BRASIL,52191,SÃO DOMINGOS DO PRATA,13,PT,5064
131563,MG,BR,BRASIL,54038,UBERLÂNDIA,13,PT,18368
131564,ES,BR,BRASIL,56502,IBITIRAMA,13,PT,1792
131629,SE,BR,BRASIL,31852,MURIBECA,13,PT,3511
131643,SP,BR,BRASIL,61204,ILHA SOLTEIRA,13,PT,4182
131658,SP,BR,BRASIL,66893,MAUÁ,13,PT,25361
131659,SP,BR,BRASIL,69213,PRAIA GRANDE,13,PT,17056
131672,PR,BR,BRASIL,79855,CAFELÂNDIA,13,PT,2793
131673,SC,BR,BRASIL,80551,BRUSQUE,13,PT,6185
131674,SC,BR,BRASIL,83410,SAUDADES,13,PT,2276
131675,RS,BR,BRASIL,88013,PORTO ALEGRE,13,PT,35242
132428,GO,BR,BRASIL,92444,NOVO PLANALTO,17,PSL,1079
132431,RJ,BR,BRASIL,59331,SÃO JOSÉ DO VALE DO RIO PRETO,13,PT,1656
132432,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,32692
132447,PR,BR,BRASIL,74349,FLOR DA SERRA DO SUL,13,PT,2021
132448,SC,BR,BRASIL,82139,MODELO,13,PT,1007
132449,SC,BR,BRASIL,83119,SÃO BENTO DO SUL,13,PT,7048
132466,MT,BR,BRASIL,89834,PARANATINGA,13,PT,2829
132467,MT,BR,BRASIL,89931,SÃO JOSÉ DOS QUATRO MARCOS,13,PT,2793
132468,MT,BR,BRASIL,90220,TABAPORÃ,13,PT,1083
132539,MS,BR,BRASIL,90816,GUIA LOPES DA LAGUNA,13,PT,1914
132540,GO,BR,BRASIL,92274,APARECIDA DE GOIÂNIA,13,PT,21798
132541,TO,BR,BRASIL,94811,NATIVIDADE,13,PT,2346
132542,GO,BR,BRASIL,95575,PORTELÂNDIA,13,PT,1131
132543,AM,BR,BRASIL,98418,PRESIDENTE FIGUEIREDO,13,PT,8669
132544,MT,BR,BRASIL,99031,FIGUEIRÓPOLIS D OESTE,13,PT,441
132545,MA,BR,BRASIL,9091,SÃO BERNARDO,17,PSL,2167
132555,PE,BR,BRASIL,23264,JATOBÁ,17,PSL,1057
132556,PE,BR,BRASIL,25410,SALGADINHO,17,PSL,909
132564,ZZ,BR,BRASIL,29653,DOHA,17,PSL,160
132565,BA,BR,BRASIL,33278,ANGICAL,17,PSL,1628
132566,BA,BR,BRASIL,33332,ANTÔNIO CARDOSO,17,PSL,931
132581,ES,BR,BRASIL,56391,DORES DO RIO PRETO,17,PSL,2254
133321,MA,BR,BRASIL,9296,SÍTIO NOVO,17,PSL,2800
133337,PB,BR,BRASIL,20176,DUAS ESTRADAS,17,PSL,597
133338,AL,BR,BRASIL,28177,OLHO D ÁGUA GRANDE,17,PSL,374
133339,BA,BR,BRASIL,30872,DIAS D ÁVILA,17,PSL,8750
133340,BA,BR,BRASIL,35149,FEIRA DA MATA,17,PSL,1145
133353,BA,BR,BRASIL,37958,PIRIPÁ,17,PSL,1282
133354,BA,BR,BRASIL,39985,SOBRADINHO,17,PSL,2811
133355,MG,BR,BRASIL,41947,CÓRREGO FUNDO,17,PSL,1927
133356,MG,BR,BRASIL,42374,CANA VERDE,17,PSL,1833
133357,MG,BR,BRASIL,45195,FLORESTAL,17,PSL,2426
133369,SP,BR,BRASIL,69914,RUBINÉIA,17,PSL,1370
133444,SP,BR,BRASIL,61875,AVANHANDAVA,17,PSL,3257
133463,PR,BR,BRASIL,75264,CRUZMALTINA,17,PSL,1293
133464,PR,BR,BRASIL,75272,CORONEL VIVIDA,17,PSL,7127
133465,PR,BR,BRASIL,78794,SÃO JORGE DO IVAÍ,17,PSL,2409
133466,SC,BR,BRASIL,81523,SALTINHO,17,PSL,890
133479,MS,BR,BRASIL,90891,ITAPORÃ,17,PSL,6496
134224,AM,BR,BRASIL,2550,MANAUS,13,PT,29416
134225,PA,BR,BRASIL,4863,MOJUÍ DOS CAMPOS,13,PT,5744
134226,MA,BR,BRASIL,7455,CAJAPIÓ,13,PT,4956
134227,CE,BR,BRASIL,13978,GRANJEIRO,13,PT,3375
134228,CE,BR,BRASIL,15091,PARAMOTI,13,PT,5691
134234,PR,BR,BRASIL,78930,SÃO PEDRO DO PARANÁ,17,PSL,1228
134235,SC,BR,BRASIL,81639,ITAPEMA,17,PSL,25591
134241,RN,BR,BRASIL,16950,ITAÚ,13,PT,2731
134242,PB,BR,BRASIL,19127,RIACHÃO DO BACAMARTE,13,PT,2432
134243,ZZ,BR,BRASIL,29475,CAIENA,13,PT,551
134244,BA,BR,BRASIL,30813,CAPELA DO ALTO ALEGRE,13,PT,4610
134250,RS,BR,BRASIL,85707,SEDE NOVA,17,PSL,1015
134251,RS,BR,BRASIL,86851,GUAÍBA,17,PSL,31968
134252,GO,BR,BRASIL,94870,NERÓPOLIS,17,PSL,9868
134260,BA,BR,BRASIL,38490,SALVADOR,13,PT,45442
134261,BA,BR,BRASIL,39934,TEIXEIRA DE FREITAS,13,PT,33442
134262,MG,BR,BRASIL,45772,GUIMARÂNIA,13,PT,1529
134275,MG,BR,BRASIL,51152,RIO POMBA,13,PT,4899
134276,SP,BR,BRASIL,62014,BARÃO DE ANTONINA,13,PT,736
134399,RO,BR,BRASIL,493,ITAPUÃ DO OESTE,13,PT,1534
135141,TO,BR,BRASIL,73393,SÃO SALVADOR DO TOCANTINS,13,PT,1052
135142,PR,BR,BRASIL,74535,BELA VISTA DO PARAÍSO,13,PT,3170
135143,PR,BR,BRASIL,75620,RIO BRANCO DO IVAÍ,13,PT,1125
135144,SC,BR,BRASIL,82376,PALMITOS,13,PT,2901
135145,SC,BR,BRASIL,82490,PETROLÂNDIA,13,PT,762
135167,RS,BR,BRASIL,85278,ARVOREZINHA,13,PT,1987
135168,RS,BR,BRASIL,86185,MORRO REDONDO,13,PT,1434
135169,RS,BR,BRASIL,88412,SANTA MARIA,13,PT,29320
135170,GO,BR,BRASIL,93637,FORMOSO,13,PT,1588
135186,PA,BR,BRASIL,4359,BREVES,17,PSL,12011
135187,PI,BR,BRASIL,12084,ALVORADA DO GURGUÉIA,17,PSL,379
135188,CE,BR,BRASIL,13552,CANINDÉ,17,PSL,6907
135247,AC,BR,BRASIL,1554,MANOEL URBANO,13,PT,1621
135248,MA,BR,BRASIL,7358,BENEDITO LEITE,13,PT,2439
135249,MA,BR,BRASIL,8559,PARNARAMA,13,PT,14918
135250,PI,BR,BRASIL,10430,CAMPO MAIOR,13,PT,10547
135251,PI,BR,BRASIL,12254,VALENÇA DO PIAUÍ,13,PT,9302
135262,CE,BR,BRASIL,13897,FORTALEZA,13,PT,33975
135263,RN,BR,BRASIL,16276,BAÍA FORMOSA,13,PT,3279
135264,RN,BR,BRASIL,17272,LAGOA DE VELHOS,13,PT,1619
135265,RN,BR,BRASIL,17779,PARELHAS,13,PT,6062
135266,PB,BR,BRASIL,20796,MAMANGUAPE,13,PT,15771
135267,PE,BR,BRASIL,24236,GOIANA,13,PT,29874
135280,MG,BR,BRASIL,41998,CAETÉ,13,PT,8544
135281,MG,BR,BRASIL,42382,SERRANÓPOLIS DE MINAS,13,PT,1742
135282,MG,BR,BRASIL,43273,CLARAVAL,13,PT,865
135297,RJ,BR,BRASIL,58777,PETRÓPOLIS,13,PT,24471
135298,SP,BR,BRASIL,61417,ANDRADINA,13,PT,8274
136059,PB,BR,BRASIL,20575,JUNCO DO SERIDÓ,17,PSL,849
136060,AL,BR,BRASIL,27197,BOCA DA MATA,17,PSL,4521
136061,ZZ,BR,BRASIL,29912,LAGOS,17,PSL,8
136077,SE,BR,BRASIL,32239,SALGADO,17,PSL,2222
136078,MG,BR,BRASIL,42501,VARJÃO DE MINAS,17,PSL,2192
136079,MG,BR,BRASIL,43818,CORINTO,17,PSL,5534
136092,ES,BR,BRASIL,56049,IRUPI,17,PSL,4799
136101,PR,BR,BRASIL,74799,CAMPO DO TENENTE,17,PSL,3031
136102,SC,BR,BRASIL,81051,FLORIANÓPOLIS,17,PSL,51846
136171,RS,BR,BRASIL,87270,LAGOA VERMELHA,13,PT,5367
136172,RS,BR,BRASIL,89346,PAULO BENTO,13,PT,483
136173,MS,BR,BRASIL,90190,APARECIDA DO TABOADO,13,PT,3420
136174,GO,BR,BRASIL,92720,SIMOLÂNDIA,13,PT,2092
136187,GO,BR,BRASIL,94390,JUSSARA,13,PT,3863
136188,GO,BR,BRASIL,94951,NOVA ROMA,13,PT,1159
136189,GO,BR,BRASIL,95834,SANTA RITA DO ARAGUAIA,13,PT,1260
136190,AC,BR,BRASIL,1120,ACRELÂNDIA,17,PSL,5165
136191,PA,BR,BRASIL,4243,SANTA BÁRBARA DO PARÁ,17,PSL,5175
136192,PI,BR,BRASIL,10529,SÃO JOSÉ DO DIVINO,17,PSL,546
136193,PI,BR,BRASIL,10880,MORRO CABEÇA NO TEMPO,17,PSL,213
136215,BA,BR,BRASIL,35432,IBICOARA,17,PSL,2544
136216,MG,BR,BRASIL,43656,CONSELHEIRO LAFAIETE,17,PSL,35020
136221,AC,BR,BRASIL,1074,CRUZEIRO DO SUL,13,PT,7818
136982,RS,BR,BRASIL,84786,JABOTICABA,17,PSL,1128
136983,RS,BR,BRASIL,87882,SENTINELA DO SUL,17,PSL,1595
136984,RS,BR,BRASIL,88277,RONDINHA,17,PSL,2109
136985,MS,BR,BRASIL,91278,PEDRO GOMES,17,PSL,2018
137096,MG,BR,BRASIL,50415,PONTE NOVA,17,PSL,11604
137097,MG,BR,BRASIL,53430,SETE LAGOAS,17,PSL,25111
137098,PA,BR,BRASIL,5932,BREJO GRANDE DO ARAGUAIA,13,PT,2700
137099,PI,BR,BRASIL,10944,PAQUETÁ,13,PT,2565
137100,PI,BR,BRASIL,12297,DIRCEU ARCOVERDE,13,PT,3935
137101,CE,BR,BRASIL,15237,PORTEIRAS,13,PT,8829
137113,PR,BR,BRASIL,76295,JACAREZINHO,17,PSL,13102
137126,RS,BR,BRASIL,88234,ROLANTE,17,PSL,8657
137127,RS,BR,BRASIL,89176,SOBRADINHO,17,PSL,5372
137128,MG,BR,BRASIL,41653,BORDA DA MATA,13,PT,2440
137129,MG,BR,BRASIL,47732,LUMINÁRIAS,13,PT,1427
137130,MG,BR,BRASIL,50539,PRADOS,13,PT,2430
137131,MG,BR,BRASIL,53236,SENHORA DOS REMÉDIOS,13,PT,3087
137132,ES,BR,BRASIL,56332,CONCEIÇÃO DO CASTELO,13,PT,1539
137138,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,14286
137139,SP,BR,BRASIL,68756,PIRACICABA,13,PT,6844
138008,SC,BR,BRASIL,80853,CORONEL FREITAS,13,PT,2483
138009,RS,BR,BRASIL,86894,GUARANI DAS MISSÕES,13,PT,2145
138028,RS,BR,BRASIL,89060,BOA VISTA DO INCRA,13,PT,633
138029,MT,BR,BRASIL,90166,NOVA MARILÂNDIA,13,PT,575
138030,PA,BR,BRASIL,4472,CASTANHAL,17,PSL,27530
138031,PA,BR,BRASIL,4839,MARABÁ,17,PSL,34980
138049,PI,BR,BRASIL,10685,DOM INOCÊNCIO,17,PSL,439
138050,RN,BR,BRASIL,17914,PEDRA PRETA,17,PSL,560
138051,RN,BR,BRASIL,18716,SÍTIO NOVO,17,PSL,550
138563,MA,BR,BRASIL,7331,BARREIRINHAS,13,PT,26149
138801,MA,BR,BRASIL,7439,BURITI BRAVO,13,PT,10332
138802,MA,BR,BRASIL,8036,IMPERATRIZ,13,PT,27893
138914,PE,BR,BRASIL,25798,SERRITA,17,PSL,948
138915,ZZ,BR,BRASIL,29300,ARGEL,17,PSL,0
138916,BA,BR,BRASIL,30694,JUSSARI,17,PSL,1102
138926,BA,BR,BRASIL,38490,SALVADOR,17,PSL,23608
138927,BA,BR,BRASIL,39799,NORDESTINA,17,PSL,933
138928,MG,BR,BRASIL,40789,SÃO JOSÉ DA LAPA,17,PSL,8141
138929,MG,BR,BRASIL,43478,CONCEIÇÃO DE IPANEMA,17,PSL,973
138930,MG,BR,BRASIL,46213,INIMUTABA,17,PSL,1747
138933,MG,BR,BRASIL,53872,TRÊS PONTAS,17,PSL,17169
138934,RJ,BR,BRASIL,58696,NOVA IGUAÇU,17,PSL,46999
138935,SP,BR,BRASIL,62715,CAÇAPAVA,17,PSL,39663
138936,SP,BR,BRASIL,70173,SANTA BÁRBARA D OESTE,17,PSL,76429
138944,RO,BR,BRASIL,94,CACOAL,13,PT,10091
138945,PA,BR,BRASIL,4995,NOVA TIMBOTEUA,13,PT,5548
138946,AP,BR,BRASIL,6076,MAZAGÃO,13,PT,7628
138947,PI,BR,BRASIL,10278,BARRO DURO,13,PT,3184
138948,PI,BR,BRASIL,10472,CAPITÃO DE CAMPOS,13,PT,5947
138949,CE,BR,BRASIL,14915,ORÓS,13,PT,10598
138953,SC,BR,BRASIL,83259,SÃO JOAQUIM,17,PSL,9052
138961,PB,BR,BRASIL,21156,PASSAGEM,13,PT,1334
138962,PE,BR,BRASIL,26077,TORITAMA,13,PT,13038
138963,AL,BR,BRASIL,28932,TEOTÔNIO VILELA,13,PT,12110
138964,ZZ,BR,BRASIL,29505,CARACAS,13,PT,67
139418,CE,BR,BRASIL,13773,CHAVAL,13,PT,6756
139419,PB,BR,BRASIL,19097,ALAGOINHA,13,PT,6687
139420,PB,BR,BRASIL,19461,MARIZÓPOLIS,13,PT,3377
139421,PB,BR,BRASIL,20516,JOÃO PESSOA,13,PT,34741
139422,AL,BR,BRASIL,27359,CARNEIROS,13,PT,3873
139423,AL,BR,BRASIL,28070,MONTEIRÓPOLIS,13,PT,3247
139442,ZZ,BR,BRASIL,29670,ENCARNACIÓN,13,PT,18
139443,ZZ,BR,BRASIL,29955,LISBOA,13,PT,2473
139462,MG,BR,BRASIL,47031,JANUÁRIA,13,PT,22111
139463,RJ,BR,BRASIL,58122,QUEIMADOS,13,PT,17884
139464,RJ,BR,BRASIL,58815,PORCIÚNCULA,13,PT,3945
139465,RJ,BR,BRASIL,58998,SÃO JOÃO DA BARRA,13,PT,8219
139740,PB,BR,BRASIL,19844,APARECIDA,13,PT,4051
139741,PE,BR,BRASIL,24015,CUSTÓDIA,13,PT,17174
139751,BA,BR,BRASIL,30660,IUIU,13,PT,4823
139752,BA,BR,BRASIL,38490,SALVADOR,13,PT,46313
139753,BA,BR,BRASIL,38938,SÁTIRO DIAS,13,PT,6992
139754,MG,BR,BRASIL,40657,ARACITABA,13,PT,794
139755,MG,BR,BRASIL,44695,DOURADOQUARA,13,PT,681
139814,RS,BR,BRASIL,86258,DOIS IRMÃOS,17,PSL,13371
139815,GO,BR,BRASIL,93394,DAVINÓPOLIS,17,PSL,1225
139816,GO,BR,BRASIL,93670,GOIANÁPOLIS,17,PSL,5695
139825,BA,BR,BRASIL,38490,SALVADOR,13,PT,63939
139826,MG,BR,BRASIL,40509,NOVO ORIENTE DE MINAS,13,PT,3303
139838,ES,BR,BRASIL,57991,ÁGUIA BRANCA,13,PT,3528
139839,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,21790
139840,SP,BR,BRASIL,64815,HERCULÂNDIA,13,PT,1484
139841,SP,BR,BRASIL,67571,NOVA ALIANÇA,13,PT,881
139842,SP,BR,BRASIL,68519,PEREIRAS,13,PT,1057
139850,TO,BR,BRASIL,73296,ESPERANTINA,13,PT,3125
139851,SC,BR,BRASIL,80667,CALMON,13,PT,1307
139852,SC,BR,BRASIL,81515,IPUMIRIM,13,PT,1955
139868,RS,BR,BRASIL,88200,CAPIVARI DO SUL,13,PT,964
139869,MS,BR,BRASIL,90514,CAMPO GRANDE,13,PT,32526
140316,SP,BR,BRASIL,67717,NOVO HORIZONTE,13,PT,4435
140317,TO,BR,BRASIL,73130,SANTA MARIA DO TOCANTINS,13,PT,903
140318,PR,BR,BRASIL,74810,CAMPO LARGO,13,PT,17806
140319,PR,BR,BRASIL,75892,IBAITI,13,PT,4979
140329,PR,BR,BRASIL,79413,URAÍ,13,PT,2306
140330,SC,BR,BRASIL,83259,SÃO JOAQUIM,13,PT,4571
140331,RS,BR,BRASIL,87157,ITATIBA DO SUL,13,PT,1670
140332,RS,BR,BRASIL,89699,VICTOR GRAEFF,13,PT,583
140345,TO,BR,BRASIL,93211,COUTO MAGALHÃES,13,PT,1886
140346,MT,BR,BRASIL,98914,RESERVA DO CABAÇAL,13,PT,521
140359,CE,BR,BRASIL,13897,FORTALEZA,17,PSL,33768
140360,RN,BR,BRASIL,16519,CEARÁ-MIRIM,17,PSL,9970
140361,PB,BR,BRASIL,19399,BELÉM,17,PSL,2904
140362,PB,BR,BRASIL,20192,EMAS,17,PSL,415
140363,PB,BR,BRASIL,21954,SÃO JOSÉ DO SABUGI,17,PSL,731
140364,PE,BR,BRASIL,26158,TUPANATINGA,17,PSL,1344
140612,MG,BR,BRASIL,47252,JOÃO PINHEIRO,13,PT,10078
140613,MG,BR,BRASIL,48798,MUTUM,13,PT,6090
140638,SC,BR,BRASIL,80225,ABDON BATISTA,13,PT,687
140639,SC,BR,BRASIL,81388,BOM JESUS,13,PT,899
140640,SC,BR,BRASIL,83631,TREZE TÍLIAS,13,PT,895
140718,PA,BR,BRASIL,5070,OURÉM,17,PSL,2637
140719,PI,BR,BRASIL,10707,CAPITÃO GERVÁSIO OLIVEIRA,17,PSL,121
140720,PI,BR,BRASIL,12130,SIMÕES,17,PSL,1089
140736,AL,BR,BRASIL,27537,FELIZ DESERTO,17,PSL,689
140737,ZZ,BR,BRASIL,29530,CIDADE DO CABO,17,PSL,64
140757,BA,BR,BRASIL,39071,SERRA PRETA,17,PSL,1576
140758,MG,BR,BRASIL,41033,BANDEIRA,17,PSL,506
140759,MG,BR,BRASIL,46310,IRAÍ DE MINAS,17,PSL,2525
141217,BA,BR,BRASIL,33634,BARREIRAS,17,PSL,11539
141218,BA,BR,BRASIL,38490,SALVADOR,17,PSL,22328
141230,MG,BR,BRASIL,41858,BURITIS,17,PSL,6521
141231,MG,BR,BRASIL,42056,CALDAS,17,PSL,5172
141232,MG,BR,BRASIL,44458,DIVINÓPOLIS,17,PSL,46563
141233,MG,BR,BRASIL,50857,RESPLENDOR,17,PSL,5887
141234,MG,BR,BRASIL,52116,SANTO HIPÓLITO,17,PSL,460
141235,MG,BR,BRASIL,52477,SÃO JOÃO DA PONTE,17,PSL,2451
141236,MG,BR,BRASIL,53775,TIROS,17,PSL,2832
141255,SP,BR,BRASIL,61115,ÁGUAS DE SÃO PEDRO,17,PSL,2062
141256,SP,BR,BRASIL,63355,CHARQUEADA,17,PSL,7063
141257,SP,BR,BRASIL,67156,MOGI GUAÇU,17,PSL,64012
141258,SP,BR,BRASIL,68870,PIRASSUNUNGA,17,PSL,32142
141494,TO,BR,BRASIL,92479,ARRAIAS,13,PT,3642
141515,PI,BR,BRASIL,10766,CURRAIS,17,PSL,490
141516,AL,BR,BRASIL,28290,PASSO DE CAMARAGIBE,17,PSL,2470
141526,BA,BR,BRASIL,38490,SALVADOR,17,PSL,16311
141527,BA,BR,BRASIL,39918,TANQUE NOVO,17,PSL,1370
141528,MG,BR,BRASIL,41653,BORDA DA MATA,17,PSL,6615
141539,MG,BR,BRASIL,43990,CÓRREGO NOVO,17,PSL,705
141540,MG,BR,BRASIL,44210,DELFIM MOREIRA,17,PSL,3167
141541,RJ,BR,BRASIL,58190,CAMPOS DOS GOYTACAZES,17,PSL,23476
141542,RJ,BR,BRASIL,58653,NITERÓI,17,PSL,46131
141543,RJ,BR,BRASIL,59277,ARRAIAL DO CABO,17,PSL,14047
141544,SP,BR,BRASIL,62138,BARUERI,17,PSL,51387
141606,RJ,BR,BRASIL,58378,ITABORAÍ,17,PSL,39714
141618,SP,BR,BRASIL,67059,MIRANTE DO PARANAPANEMA,17,PSL,3947
141619,SP,BR,BRASIL,67334,MONTE CASTELO,17,PSL,1439
141620,SC,BR,BRASIL,81752,JARAGUÁ DO SUL,17,PSL,39299
141634,RS,BR,BRASIL,88013,PORTO ALEGRE,17,PSL,55420
141635,RS,BR,BRASIL,88587,JARI,17,PSL,896
141636,MT,BR,BRASIL,90670,CUIABÁ,17,PSL,56964
142123,PR,BR,BRASIL,74730,CAMBIRA,17,PSL,3169
142124,SC,BR,BRASIL,81663,ITAPOÁ,17,PSL,7459
142413,SP,BR,BRASIL,64858,IACRI,17,PSL,2579
142414,SP,BR,BRASIL,70572,SANTO ANDRÉ,17,PSL,39128
142415,SP,BR,BRASIL,72354,VERA CRUZ,17,PSL,4082
142428,RS,BR,BRASIL,89192,SOLEDADE,17,PSL,8802
142429,MT,BR,BRASIL,90670,CUIABÁ,17,PSL,58482
142441,GO,BR,BRASIL,93165,INACIOLÂNDIA,17,PSL,1265
143077,MA,BR,BRASIL,8737,PIRAPEMAS,13,PT,7233
143078,MA,BR,BRASIL,9393,TUNTUM,13,PT,13549
143087,CE,BR,BRASIL,13579,CAPISTRANO,13,PT,9534
143088,CE,BR,BRASIL,14257,ITAIÇABA,13,PT,3848
143089,PE,BR,BRASIL,25135,PAULISTA,13,PT,31758
143090,RN,BR,BRASIL,30031,BARAÚNA,13,PT,9527
143449,PA,BR,BRASIL,4413,CAMETÁ,13,PT,49947
143952,BA,BR,BRASIL,33065,ADUSTINA,13,PT,7361
143953,BA,BR,BRASIL,34916,CRISÓPOLIS,13,PT,9384
143954,BA,BR,BRASIL,39314,TEOLÂNDIA,13,PT,5519
143955,MG,BR,BRASIL,42331,CANAÃ,13,PT,2099
143956,MG,BR,BRASIL,44377,DIVINÉSIA,13,PT,1724
143975,MG,BR,BRASIL,46353,ITABIRINHA,13,PT,2308
143976,SP,BR,BRASIL,61115,ÁGUAS DE SÃO PEDRO,13,PT,560
143983,SP,BR,BRASIL,66672,MAGDA,13,PT,580
143984,SP,BR,BRASIL,70637,SANTO ANTÔNIO DO JARDIM,13,PT,849
143985,PR,BR,BRASIL,74187,BRASILÂNDIA DO SUL,13,PT,1155
143986,PR,BR,BRASIL,79510,ALTÔNIA,13,PT,3301
143996,SC,BR,BRASIL,82830,RIO DAS ANTAS,13,PT,957
143997,SC,BR,BRASIL,83011,SALETE,13,PT,966
143998,SC,BR,BRASIL,83674,TUBARÃO,13,PT,6638
143999,RS,BR,BRASIL,87149,MORRO REUTER,13,PT,755
144000,RS,BR,BRASIL,88412,SANTA MARIA,13,PT,28125
144001,RS,BR,BRASIL,89247,SANTA CECÍLIA DO SUL,13,PT,419
144867,DF,BR,BRASIL,97012,BRASÍLIA,13,PT,29761
144868,MS,BR,BRASIL,98019,BODOQUENA,13,PT,1886
144869,MS,BR,BRASIL,98175,TAQUARUSSU,13,PT,1220
144870,MT,BR,BRASIL,98698,ITAÚBA,13,PT,871
